DATAFLOW,LAST UPDATE,freq,sex,age,unit,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2019,47.2,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2020,41.7,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,IS,2021,41.5,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2011,21.1,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2012,22.5,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2013,22.9,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2014,24.2,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2015,25.2,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2016,25.6,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2017,26.9,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2018,27.7,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2019,27.7,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2020,28.9,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,IT,2021,28.3,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2011,48.2,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2012,48.6,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2013,50.5,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2014,52.6,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2015,54.8,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2016,54.9,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2017,55.6,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2018,55.6,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2019,55.2,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2020,56.2,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LT,2021,57.5,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2011,46.6,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2012,49.9,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2013,48.1,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2014,52.9,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2015,50.3,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2016,51.5,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2017,51.3,u
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2018,53.7,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2019,56.1,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2020,60.6,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LU,2021,62.6,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LV,2011,35.1,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LV,2012,38.7,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LV,2013,40.7,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LV,2014,39.4,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LV,2015,39.9,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LV,2016,42.1,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LV,2017,41.6,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LV,2018,41.6,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LV,2019,43.8,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LV,2020,44.2,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,LV,2021,45.5,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,ME,2011,25.9,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,ME,2012,26.8,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,ME,2013,31.5,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,ME,2014,32.6,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,ME,2015,31.9,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,ME,2016,34.3,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,ME,2017,35.5,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,ME,2018,34.2,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,ME,2019,39.3,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,ME,2020,40.4,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MK,2011,25.1,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MK,2012,26.3,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MK,2013,26.3,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MK,2014,28.1,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MK,2015,30.6,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MK,2016,32.2,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MK,2017,33.0,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MK,2018,33.6,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MK,2019,35.8,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MK,2020,37.7,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MT,2011,26.2,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MT,2012,28.3,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MT,2013,31.1,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MT,2014,31.3,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MT,2015,31.9,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MT,2016,34.3,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MT,2017,34.9,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MT,2018,39.9,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MT,2019,40.8,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MT,2020,40.1,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,MT,2021,42.5,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NL,2011,40.0,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NL,2012,41.4,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NL,2013,43.0,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NL,2014,44.3,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NL,2015,45.1,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NL,2016,45.2,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NL,2017,46.6,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NL,2018,47.6,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NL,2019,49.1,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NL,2020,52.3,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NL,2021,55.6,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NO,2011,46.1,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NO,2012,45.0,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NO,2013,46.7,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NO,2014,50.2,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NO,2015,49.0,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NO,2016,49.2,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NO,2017,48.3,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NO,2018,48.5,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NO,2019,48.4,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NO,2020,50.9,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,NO,2021,55.0,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PL,2011,39.0,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PL,2012,40.8,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PL,2013,41.8,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PL,2014,42.6,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PL,2015,43.2,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PL,2016,43.5,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PL,2017,43.6,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PL,2018,43.5,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PL,2019,43.5,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PL,2020,42.4,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PL,2021,40.6,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PT,2011,27.5,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PT,2012,29.0,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PT,2013,30.0,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PT,2014,31.4,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PT,2015,33.1,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PT,2016,35.0,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PT,2017,34.0,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PT,2018,35.1,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PT,2019,37.4,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PT,2020,41.9,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,PT,2021,47.5,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RO,2011,22.5,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RO,2012,23.6,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RO,2013,24.4,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RO,2014,25.4,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RO,2015,25.5,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RO,2016,24.8,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RO,2017,25.6,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RO,2018,24.9,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RO,2019,25.5,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RO,2020,24.9,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RO,2021,23.3,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RS,2011,22.0,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RS,2012,24.9,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RS,2013,25.1,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RS,2014,27.1,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RS,2015,29.8,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RS,2016,31.4,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RS,2017,32.2,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RS,2018,32.8,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RS,2019,33.4,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RS,2020,32.6,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,RS,2021,33.9,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SE,2011,42.8,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SE,2012,43.5,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SE,2013,44.9,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SE,2014,46.0,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SE,2015,46.5,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SE,2016,47.3,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SE,2017,47.4,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SE,2018,47.6,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SE,2019,48.4,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SE,2020,49.2,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SE,2021,49.3,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SI,2011,33.8,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SI,2012,35.3,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SI,2013,37.4,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SI,2014,38.0,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SI,2015,40.8,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SI,2016,43.0,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SI,2017,44.5,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SI,2018,40.7,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SI,2019,44.1,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SI,2020,45.4,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SI,2021,47.9,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SK,2011,25.5,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SK,2012,27.0,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SK,2013,29.7,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SK,2014,29.8,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SK,2015,31.3,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SK,2016,33.4,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SK,2017,35.1,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SK,2018,37.2,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SK,2019,39.2,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SK,2020,39.0,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,SK,2021,39.5,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,UK,2011,43.8,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,UK,2012,45.1,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,UK,2013,45.2,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,UK,2014,45.8,b
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,UK,2015,46.9,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,UK,2016,47.1,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,UK,2017,47.2,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,UK,2018,48.1,
ESTAT:SDG_04_20(1.0),14/09/23 23:00:00,A,T,Y25-34,PC,ED5-8,UK,2019,49.4,
